label,group,description,value,unit,rationale,reference,link
Ass_I_P_chem_other_electricity_consumption_2050,ui,Stromverbrauch Sonstige Chemie Zieljahr,7965801.045906941,MWh,Verteilung auf Basis und sonstige Chemie analog der aktuellen Verteilung,,
Ass_I_P_chem_all_resource_import_2050,ui,Rohstoffimport gesamt (PtG/PtL…),280000000.0,MWh,GreenSupreme 2050,"UBA 2019 - RescueStudie, Green Supreme
Tabelle Seite 93",
Ass_I_P_chem_ratio_resource_import_basic_to_other_2050,ui,Annahme Verhältnis Grundstoffchemie ohne Ammoniak zu Sonstige Chemieindustrie (Rohstoffimport),0.5841875681570338,,Annahme (Berechnung über Verhältnis der Produktionsmengen),,
Ass_I_P_chem_basic_wo_ammonia_resource_import_2050,ui,Rohstoffimport Grundstoffchemie ohne Ammoniak Zieljahr,152601476.55398035,MWh,Berechnet aus (Gesamt Rohstoffimport - Ammoniak) * Verhältnis Grundstoffchemie zu Sonstige Chemie,,
Ass_I_P_chem_ammonia_hydrogen_import_2050,ui,Rohstoffimport Wasserstoff für Ammoniak Produktion Zieljahr,18780000.0,MWh,"Umrechnung des Strom-Bedars der Elektroylse auf Energiebearf H2 (Mit Tabelle auf Seite 33 und Energiegehalt H2 = 33,33 kWh/kg)",VCI Roadmap THG Neutralität 2050 Seite 33,
Ass_I_P_chem_other_resource_import_2050,ui,Rohstoffimport Sonstige Chemie Zieljahr,108618523.44601963,MWh,Berechnet aus (Gesamt Rohstoffimport - Ammoniak) * Verhältnis Sonstige Chemie zu Grundstoffchemie,,
Ass_I_P_chem_basic_wo_ammonia_provol_2050,ui,Produktionsmenge Basis Chemie ohne Ammoniak Zieljahr,5357000.0,,Annahme Gleich wie 2018,"UBA 2019 - RescueStudie, Green Supreme S.254",
Ass_I_P_chem_ammonia_provol_2050,ui,Produktionsmenge Ammoniak Zielljahr,3130000.0,,Annahme Gleich wie 2018,"UBA 2019 - RescueStudie, Green Supreme S.254",
Ass_I_P_chem_other_provol_2050,ui,Produktionsmenge Sonstige Chemieindustrie Zielljahr,3813000.0,,Annahme Gleich wie 2018,"UBA 2019 - RescueStudie, Green Supreme S.254",
Ass_I_P_chem_basic_wo_ammonia_prodvol_change,ud,basic chem industry (wo ammonia) prodvol 2050 change,0.0,,Berechnung =Ass_I_P_chem_basic_wo_ammonia_provol_2050/Fact_I_P_chem_basic_wo_ammonia_prodvol_2018 -1,Berechnung,
Ass_I_P_chem_ammonia_prodvol_change,ud,ammonia industry prodvol 2050 change,0.0,,Berechnung =Ass_I_P_chem_ammonia_provol_2050/Fact_I_P_chem_ammonia_prodvol_2017 -1,Berechnung,
Ass_I_P_chem_other_prodvol_change,ud,other chem industry prodvol 2050 change,0.0,,Berechnung =Ass_I_P_chem_other_provol_2050/Fact_I_P_chem_other_prodvol_2018 -1,Berechnung,
Ass_I_P_chem_basic_wo_ammonia_fec_factor_other_energie_2050,ud,Energieeinsatzfaktor Grundstoffchemie Sonstige Energie,4.725918073411622,,Berechnet,,
Ass_I_P_chem_other_fec_factor_other_energie_2050,ud,Energieeinsatzfaktor Sonstige Chemieindustrie Sonstige Energie,1.2806863049394033,,Berechnet,,
Ass_I_P_chem_basic_wo_ammonia_fec_factor_electricity_2050,ud,Energieeinsatzfaktor Grundstoffchemie Strom,7.678588567125827,,Berechnet,,
Ass_I_P_chem_ammonia_fec_factor_electricity_2050,ud,Energieeinsatzfaktor Ammoniak Strom,1.7252396166134185,,Berechnet,,
Ass_I_P_chem_other_fec_factor_electricity_2050,ud,Energieeinsatzfaktor Sonstige Chemieindustrie Strom,2.0891164557846684,,Berechnet,,
Ass_I_P_chem_basic_wo_ammonia_resource_import_factor_2050,ufyi,Rohstoffimport Faktor Grundstoffchemie,28.48636859323882,,Berechnet,,
Ass_I_P_chem_ammonia_resource_import_factor_2050,ufyi,Rohstoffimport Faktor Ammoniak (Wasserstoff),6.0,,Berechnet,,
Ass_I_P_chem_other_resource_import_factor_2050,ufyi,Rohstoffimport Faktor Sonstige Chemieindustrie,28.486368593238822,,Berechnet,,
Ass_I_P_chem_basic_wo_ammonia_invest_2050,ui,Investitionskosten Basischemie ohne Ammoniak bis Zieljahr,40050000000.0,€,VCI Roadmap THG Neutralität 2050,VCI Roadmap THG Neutralität 2050 Seite 9,
Ass_I_P_chem_ammonia_invest_2050,ui,Investitionskosten Ammoniakproduktion bis Zieljahr,4950000000.0,€,,VCI Roadmap THG Neutralität 2050 Seite 33,
Ass_I_P_chem_other_invest_2050,ui,Investitionskosten Sonstige Chemie-Industrie bis Zieljahr,23000000000.0,€,VCI Roadmap THG Neutralität 2050,VCI Roadmap THG Neutralität 2050 Seite 9,
Ass_I_P_chem_basic_wo_ammonia_factor_invest_per_prodvol_2050,ud,Investitionskosten je t Produkt Grundstoffchemie,7476.199365316408,€/t,Berechnet aus Produktionsvolumen,,
Ass_I_P_chem_ammonia_factor_invest_per_prodvol_2050,ud,Investitionskosten je t Produkt Ammoniak,1581.4696485623003,€/t,Berechnet aus Produktionsvolumen,,
Ass_I_P_chem_other_factor_invest_per_prodvol_2050,ud,Investitionskosten je t Produkt Sonstige Chemie Industrie,6031.995803829006,€/t,Berechnet aus Produktionsvolumen,,
Ass_I_P_chem_all_co2e_factor_2050,ud,CO2 Emissionen Chemieindustrie,0.0,t CO2e/t Produkt,"Annahme aus GreenSupreme 2050: ""Durch den neuen Prozess der Adipinsäure-Herstellung kann die THG-Emission des Chemie-Sektors komplett auf null gesenkt werden."" und ""Energiebedingte THG-Emissionen in der Chemischen Industrie werden durch die Umstellung auf erneuerbare Energieträger bis 2050 vollständig reduziert.""",UBA 2019 RESCUE GreenSupreme S.55,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
Ass_I_P_chem_basic_CO2e_cb_2050,ui,basic chem industry (wo ammonia) cb CO2e 2050,4997353.1310164295,t/a,"""Energiebedingte THG-Emissionen in der Chemischen Industrie werden durch die Umstellung auf erneuerbare Energieträger bis 2050 vollständig reduziert.""
Gemäß der Einflussbilanz entstehen aber auch bei der Verbrennung von (netto klimaneutralem) E-Methan vor Ort cb Emissionen, die dem Industrieprozess zugeschrieben werden, daher addieren wir =Ass_I_P_chem_basic_wo_ammonia_fec_wo_electricity_2050*Fact_T_S_methan_EmFa_tank_wheel_2018 unter der Annahme, dass der gesamte Nicht-Strom-Energieverbrauch mit E-Methan gedeckt wird.",RESCUE Studie GreenSupreme S.57,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
Ass_I_P_chem_basic_ratio_CO2e_cb_to_prodvol_2050,ud,basic chem industry (wo ammonia) ratio cb CO2e to prodvol 2050,0.9328641274998002,t CO2e / (t/a),Berechnung =Ass_I_P_chem_basic_CO2e_cb_2050/Ass_I_P_chem_basic_wo_ammonia_provol_2050,Berechnung,
Ass_I_P_chem_ammonia_CO2e_cb_2050,ui,ammonia industry cb CO2e 2050,0.0,t/a,"""Energiebedingte THG-Emissionen in der Chemischen Industrie werden durch die Umstellung auf erneuerbare Energieträger bis 2050 vollständig reduziert.""
Gemäß der Einflussbilanz entstehen aber auch bei der Verbrennung von (netto klimaneutralem) E-Methan vor Ort cb Emissionen, die dem Industrieprozess zugeschrieben werden, daher addieren wir =Ass_I_P_chem_ammonia_fec_wo_electricity_2050*Fact_T_S_methan_EmFa_tank_wheel_2018",RESCUE Studie GreenSupreme S.57,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
Ass_I_P_chem_ammonia_ratio_CO2e_cb_to_prodvol_2050,ud,ammonia industry ratio cb CO2e to prodvol 2050,0.0,t CO2e / (t/a),Berechnung =Ass_I_P_chem_ammonia_CO2e_cb_2050/Ass_I_P_chem_ammonia_provol_2050,Berechnung,
Ass_I_P_chem_other_CO2e_cb_2050,ui,other chem industry cb CO2e 2050,963921.7393615821,t/a,"""Energiebedingte THG-Emissionen in der Chemischen Industrie werden durch die Umstellung auf erneuerbare Energieträger bis 2050 vollständig reduziert.""
Gemäß der Einflussbilanz entstehen aber auch bei der Verbrennung von (netto klimaneutralem) E-Methan vor Ort cb Emissionen, die dem Industrieprozess zugeschrieben werden, daher addieren wir =Ass_I_P_chem_other_fec_wo_electricity_2050*Fact_T_S_methan_EmFa_tank_wheel_2018",RESCUE Studie GreenSupreme S.57,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
Ass_I_P_chem_other_ratio_CO2e_cb_to_prodvol_2050,ud,other chem industry ratio cb CO2e to prodvol 2050,0.2527987776977661,t CO2e / (t/a),Berechnung =Ass_I_P_chem_other_CO2e_cb_2050/Ass_I_P_chem_other_provol_2050,Berechnung,
Ass_I_P_metal_steel_primary_prodvol_2050,ui,Primärstahlproduktion (nur DRI) Zieljahr,14000000.0,t,ausgleichend früherer Aufbau DRI-Anlagen (2030-2040-2050: 8-16-14 Mio. t DRI) mit Wasserstoff als Reduktionsmittel,UBA 2019 RESCUE GreenSupreme S.51,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
Ass_I_P_metal_steel_primary_prodvol_change_2050,ud,Veränderung Primärstahlproduktion Zieljahr,-0.5379537953795379,,Die prozentuale Veränderung (hier Gesamtreduktion) der Produktionsmenge in der Primärstahlproduktion wird durch den realen Wert von 2018 und den Green-Supreme-Szenario-Wert von 2050 ermittelt.,UBA 2019 RESCUE GreenSupreme S.51,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
Ass_I_P_metal_steel_secondary_prodvol_2050,ui,Sekundärstahlproduktion  Zieljahr,17700000.0,t,"So betragen die Produktionsmenge 2030-2040-2050 nur noch 40,5-35,8-31,7 Mio. Tonnen. ausgleichend früherer Aufbau DRI-Anlagen (2030-2040-2050: 8-16-14 Mio. t DRI) mit Wasserstoff als Reduktionsmittel",UBA 2019 RESCUE GreenSupreme S.51,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
Ass_I_P_metal_steel_secondary_prodvol_change_2050,ud,Veränderung Sekundärstahlproduktion Zieljahr,0.4628099173553719,,Die prozentuale Veränderung (hier Gesamtzuwachs) der Produktionsmenge in der Sekundärstahlproduktion wird durch den realen Wert von 2018 und den Green-Supreme-Szenario-Wert von 2050 ermittelt.,UBA 2019 RESCUE GreenSupreme S.51,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
Ass_I_P_metal_steel_primary_ratio_fec_to_prodvol_hydrogen_2030,ud,EEV/Produktionsmenge Faktor Stahlerzeugung (WZ 24.1) Primärroute (DRI) 2030 Wasserstoff,1.8,,"Aufgrund des angenommenen Wirkungsgrads von 75 % für den Elektrolyseurs
ergibt sich ein Strombedarf von 3,0 MWh/tH2BI für die Wasserstofferzeugung.
UBA RESCUE S. 239: Hinsichtlich der Energieeffizienz wird in allen Green-Szenarien eine Verbesserung bis 2050 um 20 % angenommen","arcellormittal 2017 S.6
UBA RESCUE 2019 S. 239","https://germany.arcelormittal.com/icc/arcelor/med/b8e/b8e0c15a-102c-d51d-b2a9-147d7b2f25d3,11111111-1111-1111-1111-111111111111.pdf"
Ass_I_P_metal_steel_primary_ratio_fec_to_prodvol_electricity_2030,ud,EEV/Produktionsmenge Faktor Stahlerzeugung (WZ 24.1) Primärroute (DRI) 2030 Strom,0.248,,"Zusätzlich ist mit einem Energiebedarf von 0,23 MWh/tH2BI für die elektrische Vorwärmung zu rechnen. Der Strombedarf für die weitere Infrastruktur wie Gebläse, Pumpen, Förderbänder etc. wird aus Erfahrungswerten aus dem Betrieb der bestehenden Direktreduktionsanlage mit einem Wert von 0,08 MWh/t abgeschätzt.
UBA RESCUE S. 239: Hinsichtlich der Energieeffizienz wird in allen Green-Szenarien eine Verbesserung bis 2050 um 20 % angenommen","arcellormittal 2017 S.6
UBA RESCUE 2019 S. 239","https://germany.arcelormittal.com/icc/arcelor/med/b8e/b8e0c15a-102c-d51d-b2a9-147d7b2f25d3,11111111-1111-1111-1111-111111111111.pdf"
Ass_I_P_metal_steel_secondary_ratio_fec_to_prodvol_electricity_2030,ud,EEV/Produktionsmenge Faktor Stahlerzeugung (WZ 24.1) Sekundärroute 2030 Strom,0.4912,,"Das Elektrostahlverfahren weist einen Stromverbrauch von durchschnittlich 530 kWh und einen Brennstoffbedarf von etwa 84 kWh44 pro Tonne Rohstahl (Gussstahl)45 auf.
Dazu die Info aus GreenSupreme S. 237: bietet die
Sekundärstahlerzeugung über die Elektroofenroute die günstigsten Voraussetzungen, weil hier der Endenergiebedarf vollständig durch Strom gedeckt werden kann (auch wenn bisher ein Teil des Energieeintrags über die Zufeuerung mit Erdgas erfolgt).
S. 239: Hinsichtlich der Energieeffizienz wird in allen Green-Szenarien eine Verbesserung bis 2050 um 20 % angenommen","bmwi 2019 S. 9
UBA RESCUE 2019 S. 237",https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-stahl.pdf?__blob=publicationFile&v=4
Ass_I_P_metal_steel_further_processing_ratio_fec_to_prodvol_electricity_2030,ud,EEV/Produktionsmenge Faktor Stahlerzeugung (WZ 24.1) Weiterverarbeitung Warmwalzen 2030 Strom,0.1868,,"Der spezifische Energiebedarf hängt stark vom angewendeten Verfahren ab. Beispielwerte für das Warmwalzen61 liegen bei 0,42 GJ/t (0,117 MWh/t) Strom und 1,26 GJ/t (0,35 MWh/t) Gas.
Dazu die Info aus RESCUE S. 239: Für die Warmwalzwerke wird eine Effizienzsteigerung um 60 % angenommen, zudem erfolgt eine vollständige Umstellung vom Energieträger Gas auf eine induktive Erwärmung des Walzguts mittels Strom","bmwi 2019 S. 12
UBA RESCUE 2019 S. 239",https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-stahl.pdf?__blob=publicationFile&v=4
Ass_I_P_metal_steel_primary_ratio_CO2e_eb_to_rodvol_2030,ud,eb CO2e/Produktionsmenge Faktor Stahlerzeugung (WZ 24.1) Primärroute 2030,0.0,,"""Perspektivisch ist also eine Prozessroute in der Stahlherstellung denkbar, die nahezu keine CO2-Emissionen aufweist und komplett auf Erneuerbaren Energien aus Wind und Sonne basiert. Es blieben am Ende nur noch der Elektrodenabbrand und Schäumkohle als direkte Emissionen übrig, die für ein Elektrostahlwerk mit 1 Mio. Tonnen pro Jahr rund 30.000 t CO2/a ausmachen, also nur noch 30 kg CO2 pro Tonne Stahl.""",arcellormittal S.3,"https://germany.arcelormittal.com/icc/arcelor/med/b8e/b8e0c15a-102c-d51d-b2a9-147d7b2f25d3,11111111-1111-1111-1111-111111111111.pdf"
Ass_I_P_metal_steel_secundary_ratio_CO2e_eb_to_rodvol_2030,ud,eb CO2e/Produktionsmenge Faktor Stahlerzeugung (WZ 24.1) Sekundärroute 2030,0.0,,"UBA RESCUE GreenSupreme S. 52: ""Energiebedingte THG-Emissionen in der Stahlindustrie werden durch die Umstellung auf erneuerbare Energieträger vollständig reduziert.""",UBA 2019 RESCUE GreenSupreme S.52,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
Ass_I_P_metal_steel_primary_ratio_CO2e_pb_to_rodvol_2030,ud,pb CO2e/Produktionsmenge Faktor Stahlerzeugung (WZ 24.1) Primärroute 2030,0.03,,"""Perspektivisch ist also eine Prozessroute in der Stahlherstellung denkbar, die nahezu keine CO2-Emissionen aufweist und komplett auf Erneuerbaren Energien aus Wind und Sonne basiert. Es blieben am Ende nur noch der Elektrodenabbrand und Schäumkohle als direkte Emissionen übrig, die für ein Elektrostahlwerk mit 1 Mio. Tonnen pro Jahr rund 30.000 t CO2/a ausmachen, also nur noch 30 kg CO2 pro Tonne Stahl.""",arcellormittal S.3,"https://germany.arcelormittal.com/icc/arcelor/med/b8e/b8e0c15a-102c-d51d-b2a9-147d7b2f25d3,11111111-1111-1111-1111-111111111111.pdf"
Ass_I_P_metal_steel_secundary_ratio_CO2e_pb_to_rodvol_2030,ud,pb CO2e/Produktionsmenge Faktor Stahlerzeugung (WZ 24.1) Sekundärroute 2030,0.0074,,"Dieser Faktor entspricht im Grunde dem von 2018, allerdings wurde letzterer aus statistischen Gründen (Rausrechnung DRI-Produktion) leicht angepasst. ""Bei der Elektrostahlherstellung entstehen direkte CÖ2-Emissionen durch den Abbrand der Graphitelektroden, die ebenfalls den prozessbedingten CÖ2-Emissionen der Stahlerzeugung zuzurechnen sind. Sie werden aus der Menge des produzierten Elektrostahls uber einen in 2009 im Rahmen eines Forschungsvorhabens (Hensmann et al., 2012) aktualisierten Emissionsfaktor (7,4 kg/t) berechnet""",NIR 2020 S. 343,
Ass_I_P_metal_steel_further_production_ratio_CO2e_eb_to_rodvol_2030,ud,eb CO2e/Produktionsmenge Faktor Stahlerzeugung (WZ 24.1) Weiterverarbeitung (Warmwalzen) 2030,0.0,,"In der metallherstellenden Industrie 2018 sind auch die eb Emissionen aus der Weiterverarbeitung von Rohstahl zu Walzstahl enthalten, daher muss das auch 2030 rein. 
Allerdings sagt RESCUE S. 239: Für die Warmwalzwerke wird eine Effizienzsteigerung um 60 % angenommen (in GreenLate nur um 40 %), zudem erfolgt eine vollständige Umstellung vom Energieträger Gas auf eine induktive Erwärmung des Walzguts mittels Strom (in GreenLate wiederum nur zu 50 %).",UBA RESCUE S. 239,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_metal_steel_primary_eaf_invest_2019,ui,Investitionskosten Primärstahlproduktion DRI Wasserstoff Hamburg,65000000.0,€,"Bereits heute hat das Hamburger Werk auf Grund des Einsatzes von Erdgas in einer Direktreduktionsanlage (DRI) eines der effizientesten Produktionsverfahren der ArcelorMittal-Gruppe. Ziel des neuen wasserstoffbasierten Verfahrens ist es, Stahl mit geringsten CO2-Emissionen herstellen zu können. Die Projektkosten betragen rund 65 Millionen Euro.",arcellormittal 2019 S. 1,"https://hamburg.arcelormittal.com/icc/arcelor-hamburg-de/med/1f6/1f640c6c-f454-b961-d4e1-e3050736c0f2,11111111-1111-1111-1111-111111111111.pdf"
Ass_I_P_metal_steel_primary_eaf_prodvol_2019,ui,Produktionsvolumen Primärstahlproduktion DRI Wasserstoff Hamburg,100000.0,t/a,Dabei soll die wasserstoffbasierte Reduktion von Eisenerz zunächst im Demonstrationsmaßstab mit einer Jahresproduktion von 100 000 Tonnen stattfinden. ,arcellormittal 2019 S. 1,"https://hamburg.arcelormittal.com/icc/arcelor-hamburg-de/med/1f6/1f640c6c-f454-b961-d4e1-e3050736c0f2,11111111-1111-1111-1111-111111111111.pdf"
Ass_I_P_metal_steel_primary_eaf_ratio_invest_to_prodvol_2019,ud,Invest/Produktionsvolumen Primärstahlproduktion DRI Wasserstoff Hamburg,650.0,€/ (t/a),Division der Investitionskosten und Produktionsvolumen der Wasserstoff DRI EAF-Anlage,arcellormittal 2019 S. 1,"https://hamburg.arcelormittal.com/icc/arcelor-hamburg-de/med/1f6/1f640c6c-f454-b961-d4e1-e3050736c0f2,11111111-1111-1111-1111-111111111111.pdf"
Ass_I_P_metal_steel_secondary_invest_2018,ui,Investitionskosten Warmwalzen Ilsenburger,150000000.0,€,"150 Mio. € umfassende Investitionsvorhaben vorstellen. Die neue Wärmebehandlungslinie ist Hauptbestandteil des Projektes, mit dem die Salzgitter AG die Grobblechaktivitäten der ILG in Ilsenburg konzentriert und das Unternehmen sicher für zukünftige Anforderungen aufstellt. Sie umfasst zwei Rollenherdöfen, eine MultiFlex-Quench®, eine Richtmaschine, eine Strahlanlage, eine Konservierungslinie und eine Wasseraufbereitungsanlage. Die Inbetriebnahme ist für Frühjahr 2020 geplant.","Ilsenburger Grobblech  Pressemeldung zum Spatenstich
19.09.2018 ",https://www.ilg-quette.de/
Ass_I_P_metal_steel_secondary_prodvol_2018,ui,Produktionsvolumen Warmwalzen Ilsenburger,200000.0,t/a,"Mit der neuen Anlage können jährlich mehr als 200.000 Tonnen Grobblech geglüht und anschließend weiterverarbeitet werden.
Anmerkung Hauke: Dass es sich dabei um reines Elektro-Warmwalzen handelt, mutmaße ich aus folgendem Satz: Zukünftig werden im Wärmebehandlungsofen 1 Grobbleche unter Schutzgasatmosphäre flammenfrei durch Strahlrohre erhitzt. Dies sorgt dafür, dass wir in naher Zukunft qualitativ hochwertigste Bleche mit spiegelglatten Oberflächen fertigen können.","Ilsenburger Grobblech  Pressemeldung zum Spatenstich
19.09.2018 ",https://www.ilg-quette.de/
Ass_I_P_metal_steel_secondary_ratio_invest_to_prodvol_2018,ud,Invest/Produktionsvolumen Warmwalzen Ilsenburger,750.0,€/ (t/a),"Division der Investitionskosten und Produktionsvolumen der Ilsenburger Warmwalzanlage.
Anmerkung Hauke: Dass wir diesen Faktor für die Sekundärroute nehmen, liegt daran, dass ich keinen Investitionswert für einen Induktionsofen finden konnte. Außerdem müssen auch viele Walzanlagen umgestellt werden und so liegt der Fokus hier auf einer generellen Elektrifizierung. 
Immerhin liegt die Größenordnung wie auch bei der DRI-Primärstahlproduktion nah an dem Wert von der VW Stahl, auch wenn sie sich nur auf Primärstahl beziehen: 
Eigene Berechnung WV Stahl: Der Investitionsaufwand für eine vollständige Umstellung der Primärstahlroute auf CO2-arme Verfahren wurde anhand der Faustformel 1.000 Euro je Tonne neuer Kapazität Rohstahlproduktion multipliziert mit einer Primärstahlproduktion von ungefähr 30 Mio. Tonnen überschlägig abgeschätzt.
Frank Koch aus Georgsmarienhütte sagt zudem für 12 Mio. t Elektrostahl:
""Deutlich geringer sind die Kosten im Elektrosegment: Für das Drittel der deutschen Stahlproduktion, das aus Schrotten erschmolzen wird, hält Koch Investitionen von grob 5 Milliarden Euro für nötig.""
-> also grob 420€ pro t, wozu auf jeden Fall noch Kosten für die Weiterverarbeitung kommen, Größenordnung stimmt!","Ilsenburger Grobblech 2018: Division
bmwi 2020 Handlungskonzept Stahl
gmh-gruppe 2020 Interview ""Grüner Stahl aus dem Elektroofen""","https://www.bmwi.de/Redaktion/DE/Publikationen/Wirtschaft/handlungskonzept-stahl.pdf?__blob=publicationFile&v=

https://www.gmh-gruppe.de/de-de/gmh-gruppe/aktuelles/news/gruener-stahl-aus-dem-elektroofen.html"
